,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,target
935,432,11,11,0,0,1,1,1,0,1,2,0,26.72,6,0,31.08,31.08,0
936,452,11,11,0,0,1,1,1,1,1,4,0,-33.848,9,2,0.0,0.0,0
937,685,11,11,1,0,1,1,1,0,1,3,0,16.816,6,0,11.01,11.01,0
938,634,12,12,0,0,1,1,1,0,2,1,0,10.52,19,2,38.85,38.85,0
939,672,12,12,0,0,0,1,0,0,3,2,1,35.096,22,0,36.9,36.9,0
940,630,4,4,0,0,0,0,0,0,1,3,0,-38.184,23,0,31.08,31.08,0
941,675,9,9,0,0,0,0,0,0,1,3,0,45.712,25,2,38.85,38.85,0
942,114,9,9,0,0,1,0,0,0,2,3,1,0.224,9,9,38.85,38.85,0
943,420,10,10,0,0,1,1,1,0,1,2,0,22.112,12,0,25.9,25.9,0
944,151,20,20,0,0,1,1,1,0,1,3,0,-2.24,6,0,25.9,25.9,0
945,452,19,19,0,0,0,1,1,0,1,2,0,46.056,26,2,25.9,25.9,0
946,614,21,21,0,0,1,1,1,0,3,3,0,-36.048,9,3,10.36,10.36,0
947,104,3,3,0,0,1,0,0,0,1,4,0,34.008,8,2,38.85,38.85,0
948,614,16,16,0,0,1,0,0,1,1,4,1,14.24,9,9,12.95,12.95,0
949,355,16,16,0,0,1,0,1,0,1,2,0,9.048,8,4,38.85,38.85,0
950,428,22,22,0,0,1,0,1,0,2,2,1,40.72,7,0,12.95,12.95,0
951,649,19,19,0,0,0,1,1,0,2,3,0,-54.736,9,2,38.85,38.85,0
952,601,20,20,0,0,0,1,0,0,1,3,1,60.112,7,2,38.85,38.85,0
953,386,7,8,0,0,0,0,0,0,1,3,0,32.248,8,0,38.85,38.85,0
954,428,10,10,0,0,1,1,0,0,3,3,0,-29.128,15,4,11.01,11.01,0
955,601,18,18,0,0,0,1,0,0,1,0,0,-18.496,10,0,12.95,12.95,0
956,428,21,21,0,0,0,1,1,0,1,3,1,21.76,17,0,12.95,12.95,0
957,600,16,16,0,0,0,1,0,0,1,2,1,9.512,22,0,38.85,38.85,0
958,634,21,21,0,0,1,1,0,0,1,3,0,-54.304,7,1,38.85,38.85,0
959,120,17,17,0,0,0,1,0,0,1,2,0,24.552,17,1,12.95,12.95,0
960,123,23,23,0,0,0,0,0,0,1,3,1,22.784,23,0,12.95,12.95,0
961,685,11,11,0,0,0,1,1,0,2,3,1,-0.688,9,2,12.95,12.95,0
962,687,15,15,1,0,0,1,1,0,1,3,1,21.504,21,0,20.72,20.72,0
963,398,13,13,0,0,1,0,0,0,2,3,0,-77.424,19,0,11.01,11.01,0
964,655,20,20,0,0,0,0,0,0,1,0,1,59.664,15,1,12.95,12.95,0
965,166,12,12,0,0,0,0,0,0,1,3,0,33.992,7,0,38.85,38.85,0
966,648,12,12,0,0,1,0,0,0,1,3,0,40.648,8,4,10.36,10.36,0
967,685,15,15,0,0,1,0,0,0,1,3,1,10.952,21,3,38.85,38.85,0
968,649,23,23,0,0,0,1,1,0,1,2,1,-2.24,21,4,12.95,12.95,0
969,625,8,8,0,0,1,1,0,0,1,3,0,8.808,14,4,10.36,10.36,0
970,614,15,15,0,0,1,0,0,0,1,2,0,-43.496,8,0,10.36,10.36,0
971,685,12,12,0,0,1,1,1,0,2,3,0,7.32,9,0,25.9,25.9,0
972,116,6,6,0,0,1,1,1,0,1,3,0,-33.056,8,0,38.85,38.85,0
973,675,16,16,0,0,0,0,0,0,1,3,1,18.392,17,0,38.85,38.85,0
974,362,10,10,0,0,1,1,0,0,1,0,0,31.288,12,0,38.85,38.85,0
975,693,18,18,0,0,1,0,0,0,3,3,0,-15.872,10,0,10.36,10.36,0
976,685,0,0,1,0,1,1,0,0,1,4,0,-37.28,9,2,12.95,12.95,0
977,119,12,12,1,0,0,0,1,0,3,3,0,39.72,21,0,12.95,12.95,0
978,122,11,11,0,0,1,0,1,0,1,3,1,-70.648,8,0,10.36,10.36,0
979,685,19,19,0,0,1,0,0,0,2,3,1,-9.704,13,3,12.95,12.95,0
980,362,19,19,1,0,1,0,0,0,1,0,0,39.232,11,0,11.01,11.01,0
981,600,15,15,0,0,0,0,0,0,1,4,1,26.224,20,0,0.0,0.0,0
982,687,18,18,0,0,0,0,0,0,3,3,1,-2.68,11,0,12.95,12.95,0
983,614,11,11,0,0,1,1,1,0,1,3,1,26.512,20,0,49.95,49.95,0
984,362,11,11,0,0,0,0,0,0,1,3,1,5.584,23,0,12.95,12.95,0
985,685,11,11,0,0,1,1,0,0,2,2,0,6.464,11,0,12.95,12.95,0
986,430,15,15,0,0,0,1,1,0,1,3,1,-31.848,17,1,38.85,38.85,0
987,108,12,12,0,0,1,1,1,0,1,3,1,17.256,6,0,12.95,12.95,0
988,308,17,17,0,0,1,0,0,0,1,3,0,45.712,17,0,39.96,39.96,0
989,630,16,16,0,0,0,1,0,0,1,3,1,35.688,22,2,12.95,12.95,0
990,649,21,21,0,0,0,1,1,0,1,4,1,13.68,9,5,38.85,38.85,0
991,647,15,15,0,0,1,0,1,0,2,3,0,28.872,17,0,38.85,38.85,0
992,675,6,6,0,0,0,0,0,0,1,3,0,7.032,22,0,12.95,12.95,0
993,120,16,16,0,0,1,0,0,0,2,2,1,20.168,25,0,12.95,12.95,0
994,685,16,16,0,0,0,1,1,0,2,0,1,33.08,8,1,38.85,38.85,0
995,398,16,16,0,0,1,1,0,0,1,3,1,48.68,9,9,12.95,12.95,0
996,634,12,12,0,0,0,1,1,0,1,3,1,-16.28,8,0,38.85,38.85,0
997,685,13,13,1,0,0,0,0,0,1,3,0,-39.016,18,1,12.95,12.95,0
998,693,6,6,0,0,1,1,1,1,1,3,0,3.552,11,0,12.95,12.95,0
999,614,16,16,0,0,0,1,1,0,1,3,1,-33.848,29,0,38.85,38.85,0
1000,601,9,9,0,0,1,0,0,0,1,3,0,56.952,10,4,38.85,38.85,0
1001,644,12,12,0,0,1,0,0,0,1,2,0,29.8,26,0,12.95,12.95,0
1002,675,8,8,0,0,1,1,1,0,1,3,0,12.984,9,9,12.95,12.95,0
1003,625,9,9,0,0,1,1,1,0,1,3,1,-3.04,22,3,10.36,10.36,0
1004,614,9,9,0,0,0,0,0,0,1,3,0,40.096,32,0,12.95,12.95,0
1005,634,9,9,0,0,1,0,0,0,1,2,0,-20.968,18,0,38.85,38.85,0
1006,111,19,19,0,0,0,0,0,0,1,2,0,-84.04,26,0,10.36,10.36,0
1007,675,11,11,1,0,0,0,0,0,1,3,1,46.536,22,3,12.95,12.95,0
1008,655,9,8,0,0,0,0,0,0,1,3,0,11.648,20,0,12.95,12.95,0
1009,600,18,18,0,0,0,0,0,0,1,2,1,-13.056,23,0,12.95,12.95,0
1010,117,18,18,0,0,1,1,1,0,1,3,0,-28.432,6,0,12.95,12.95,0
1011,369,16,16,0,0,0,1,1,0,2,3,1,19.216,21,0,25.9,25.9,0
1012,655,10,10,1,0,0,1,1,0,1,3,0,35.552,6,2,38.85,38.85,0
1013,107,10,10,0,0,1,0,1,0,1,3,0,25.576,8,0,49.95,49.95,0
1014,685,17,17,0,0,1,1,1,0,2,2,0,-2.32,6,6,12.95,12.95,0
1015,369,18,18,0,0,0,0,0,0,1,3,1,-55.696,6,0,38.85,38.85,0
1016,102,23,23,0,0,0,0,0,0,1,0,0,20.28,22,0,12.95,12.95,0
1017,655,13,13,1,0,1,1,1,0,1,2,1,9.2,8,0,38.85,38.85,0
1018,614,11,11,0,0,0,1,1,0,1,2,0,41.0,12,0,38.85,38.85,0
1019,655,23,23,0,0,0,0,0,0,1,2,1,32.92,19,2,12.95,12.95,0
1020,166,11,11,0,0,0,1,1,0,1,3,1,7.328,16,0,12.95,12.95,0
1021,124,23,23,0,0,0,1,1,0,1,3,1,33.432,27,0,11.65,11.65,0
1022,362,12,12,0,0,1,0,0,0,1,3,1,18.824,9,9,10.36,10.36,0
1023,675,15,15,0,0,1,1,1,0,1,3,1,-29.504,11,3,38.85,38.85,0
1024,644,12,12,0,0,0,1,0,0,1,0,0,18.224,20,0,49.95,49.95,0
1025,118,23,23,0,0,1,0,0,0,1,3,0,0.848,18,1,38.85,38.85,0
1026,601,19,19,0,0,1,1,1,0,1,3,1,39.728,9,9,25.9,25.9,0
1027,386,20,20,0,0,0,1,1,0,2,3,0,-49.128,20,4,38.85,38.85,0
1028,650,19,19,0,0,0,1,0,0,1,2,0,13.472,18,1,49.95,49.95,1
1029,685,20,20,0,0,1,1,1,0,2,3,0,30.44,11,3,12.95,12.95,0
1030,675,9,10,0,0,0,1,0,0,1,3,0,-28.8,20,0,38.85,38.85,0
1031,693,13,13,0,0,1,0,0,0,1,3,0,12.256,10,0,11.65,11.65,0
1032,122,23,23,0,0,1,0,0,0,1,3,0,14.136,6,1,12.95,12.95,0
1033,630,16,16,0,0,0,0,1,0,2,3,0,-19.672,7,0,38.85,38.85,0
1034,420,14,14,0,0,1,1,1,0,2,3,1,-63.088,7,0,25.9,25.9,0
1035,675,13,13,0,0,1,1,1,0,1,2,0,19.824,7,0,38.85,38.85,0
1036,672,21,21,0,0,1,0,0,0,1,2,0,-5.112,7,0,38.85,38.85,0
1037,101,13,13,1,0,1,0,0,0,2,3,0,30.008,6,0,12.95,12.95,0
1038,664,14,14,0,0,0,1,0,0,1,2,1,44.432,7,4,38.85,38.85,0
1039,648,16,16,0,0,0,0,0,0,1,3,1,47.112,26,0,38.85,38.85,0
1040,685,10,10,0,0,1,1,1,0,1,1,1,-42.872,9,0,38.85,38.85,0
1041,116,21,21,0,0,1,1,1,0,3,3,0,-8.344,9,0,49.95,49.95,0
1042,602,15,15,0,0,0,1,1,0,1,2,0,-56.976,21,4,10.36,10.36,0
1043,117,10,10,0,0,1,1,1,0,3,1,0,1.528,12,6,12.95,12.95,0
1044,128,13,13,0,0,1,1,1,0,1,0,1,27.384,8,3,25.9,25.9,0
1045,600,23,23,1,0,1,0,0,0,1,3,1,3.024,7,0,10.36,10.36,0
1046,114,10,10,0,0,1,1,0,0,1,2,0,-49.648,9,9,12.95,12.95,0
1047,685,15,15,1,0,0,1,1,0,1,3,1,37.816,20,0,38.85,38.85,0
1048,362,15,15,0,0,0,0,0,0,1,0,0,11.096,11,0,59.4,59.4,0
1049,614,20,20,0,0,1,1,1,0,1,3,0,16.472,12,0,10.36,10.36,0
1050,685,13,13,0,0,1,0,0,0,1,2,1,-48.752,10,4,38.85,38.85,0
1051,649,20,20,0,0,1,1,1,0,1,2,1,21.448,25,0,10.36,10.36,0
1052,685,8,8,0,0,1,1,1,0,1,3,0,7.176,9,4,38.85,38.85,0
1053,356,9,9,0,0,0,0,0,0,1,2,0,3.344,18,1,38.85,38.85,0
1054,600,12,12,0,0,1,1,1,0,2,3,0,-9.664,17,0,44.85,44.85,0
1055,602,21,21,0,0,1,0,0,0,2,3,0,8.192,6,0,25.9,25.9,0
1056,602,20,20,0,0,0,1,0,0,1,3,1,-21.48,21,2,12.95,12.95,0
1057,672,21,21,0,0,0,1,0,0,1,3,1,-10.832,15,0,12.95,12.95,0
1058,166,19,19,1,0,0,0,1,0,1,3,0,52.608,19,3,12.95,12.95,0
1059,367,7,7,0,0,0,0,0,0,1,2,0,-42.488,33,0,12.95,12.95,0
1060,693,11,11,0,0,0,1,1,0,1,3,0,16.168,6,4,49.95,49.95,0
1061,683,13,13,0,0,0,0,0,0,1,3,1,-8.504,7,1,10.36,10.36,1
1062,122,10,10,0,0,1,0,0,0,2,3,1,17.656,7,0,38.85,38.85,0
1063,398,13,13,1,0,1,0,0,0,3,0,0,34.648,8,3,31.08,31.08,0
1064,428,10,10,0,0,1,0,1,0,2,3,0,23.904,6,4,10.36,10.36,1
1065,151,16,16,0,0,1,1,0,0,1,3,1,-28.96,9,9,38.85,38.85,0
1066,398,21,21,0,0,1,1,0,0,1,3,0,19.416,10,0,38.85,38.85,0
1067,672,1,1,0,1,0,1,0,0,1,0,0,-55.896,8,0,38.85,38.85,0
1068,369,18,18,0,0,0,0,0,0,1,3,0,18.048,14,3,38.85,38.85,0
1069,453,0,0,0,0,0,0,0,0,1,4,1,-3.176,11,5,38.85,38.85,0
1070,385,10,10,0,0,0,1,0,0,1,3,1,36.8,10,2,38.85,38.85,0
1071,685,22,22,0,0,0,0,0,0,1,4,0,-60.464,6,0,12.95,12.95,0
1072,106,18,18,1,0,1,1,0,0,1,3,0,-0.568,6,4,12.95,12.95,1
1073,124,21,21,0,1,1,1,1,0,1,2,1,-30.536,29,0,25.9,25.9,0
1074,655,15,15,0,0,0,0,0,0,1,3,0,-49.592,24,1,38.85,38.85,0
1075,644,11,11,0,0,1,1,1,0,1434,4,1,-23.448,11,0,0.0,0.0,0
1076,105,15,15,1,0,0,1,0,0,1,3,0,-40.616,22,0,38.85,38.85,0
1077,104,19,19,0,0,0,0,0,0,1,0,0,34.112,8,0,49.95,49.95,0
1078,614,8,8,0,0,0,0,0,0,1,2,0,7.432,12,0,49.95,49.95,0
1079,166,18,18,0,0,0,1,1,0,2,3,1,36.32,22,2,38.85,38.85,0
1080,113,10,10,0,0,1,0,0,0,1,0,0,5.208,8,2,12.95,12.95,0
1081,602,14,14,1,0,1,0,0,0,1,0,1,0.64,8,0,38.85,38.85,0
1082,655,13,13,0,0,1,1,0,0,3,2,0,26.648,8,0,10.36,10.36,0
1083,428,12,12,0,0,1,1,1,0,1,0,0,16.736,6,4,12.95,12.95,0
1084,649,4,4,0,0,0,1,1,0,2,0,1,-61.024,11,4,12.95,12.95,0
1085,112,17,17,0,0,1,0,0,0,1,2,1,18.464,10,0,10.36,10.36,0
1086,308,14,14,0,0,0,1,1,0,1,3,0,-48.608,17,0,38.85,38.85,0
1087,191,11,11,0,0,1,1,0,0,2,3,1,-45.896,9,9,25.9,25.9,0
1088,675,8,8,0,0,1,1,1,0,2,4,0,-67.224,10,1,25.9,25.9,0
1089,601,11,11,0,0,0,1,0,0,1,3,0,0.664,18,0,38.85,38.85,0
1090,108,20,20,0,0,0,0,0,0,1,2,1,50.424,16,0,12.95,12.95,0
1091,685,20,20,0,0,1,0,0,0,2,2,1,22.672,24,4,25.9,25.9,0
1092,614,8,8,0,0,1,1,1,0,4,2,0,46.848,9,4,20.72,20.72,0
1093,114,18,18,0,0,1,0,0,0,1,3,0,36.496,19,0,38.85,38.85,0
1094,127,14,14,0,0,0,1,1,0,1,3,1,36.192,22,0,49.95,49.95,0
1095,308,13,13,0,0,0,0,0,0,1,2,0,20.264,20,2,38.85,38.85,0
1096,649,22,22,1,0,0,0,0,0,1,3,1,18.848,19,0,31.08,31.08,0
1097,680,22,22,0,0,1,0,0,0,1,3,1,48.968,7,0,38.85,38.85,0
1098,101,16,16,0,0,0,1,0,0,1,2,1,17.72,6,2,20.72,20.72,0
1099,672,20,20,0,0,1,0,0,0,1,3,0,19.072,9,9,25.9,25.9,0
1100,664,14,14,0,0,1,1,0,0,1,3,0,-36.952,11,0,12.95,12.95,0
1101,308,17,17,0,0,0,1,1,0,1,1,1,6.952,16,0,31.08,31.08,0
1102,308,12,12,0,0,1,0,0,0,1,3,0,29.304,8,0,49.95,49.95,0
1103,644,15,15,0,0,0,0,0,0,1,2,0,23.984,18,0,12.95,12.95,0
1104,110,13,13,0,0,0,1,1,0,3,3,1,-44.816,17,0,38.85,38.85,0
1105,166,17,17,0,0,0,0,1,0,1,3,0,59.216,17,2,12.95,12.95,0
1106,648,10,10,0,0,1,0,0,0,2,3,0,-24.736,6,0,12.95,12.95,0
1107,602,11,11,0,0,1,1,1,0,1,3,1,-13.024,9,0,38.85,38.85,0
1108,166,16,16,0,0,1,0,1,0,2,3,0,13.744,10,0,11.01,11.01,0
1109,106,14,14,0,0,1,1,0,0,1,3,0,38.056,13,0,11.65,11.65,0
1110,398,9,9,0,0,0,0,0,0,1,2,0,43.768,30,0,38.85,38.85,0
1111,166,8,8,0,0,1,0,0,0,1,3,1,20.696,14,0,12.95,12.95,0
1112,655,7,7,1,0,1,0,0,0,1,2,1,43.096,14,0,12.95,12.95,0
1113,385,11,11,0,0,1,1,1,0,2,3,0,17.84,17,0,25.9,25.9,0
1114,428,7,7,0,0,0,1,1,0,2,0,0,-26.36,9,9,38.85,38.85,0
1115,685,10,10,0,0,1,0,0,0,1,3,0,25.12,9,9,31.08,31.08,1
1116,107,22,22,0,0,1,1,0,0,1,2,1,37.464,9,1,24.95,24.95,0
1117,655,17,17,0,0,1,1,1,0,1,0,0,25.28,10,0,39.96,39.96,0
1118,649,21,21,0,0,0,1,1,0,1,2,1,20.672,22,1,38.85,38.85,0
1119,685,10,10,1,0,0,1,0,0,1,2,0,34.48,20,0,38.85,38.85,0
1120,127,21,21,0,0,0,0,0,0,1,0,1,28.496,15,0,38.85,38.85,0
1121,108,16,16,0,0,1,0,0,0,2,3,0,33.104,9,3,38.85,38.85,0
1122,603,11,11,0,1,0,0,0,0,1,4,0,7.752,16,0,0.0,0.0,0
1123,670,20,20,0,0,0,0,1,0,2,3,1,12.672,20,0,49.95,49.95,0
1124,602,15,15,0,0,0,1,1,0,1,3,1,-56.896,25,0,12.95,12.95,0
1125,655,4,4,0,0,1,1,1,1,2,3,0,6.232,10,1,59.4,59.4,0
1126,607,20,20,0,0,1,1,1,0,1,2,1,59.976,12,0,10.36,10.36,0
1127,127,15,15,0,0,1,1,0,0,1,3,0,34.584,9,0,25.9,25.9,1
1128,685,10,10,0,0,0,0,0,0,1,3,0,-3.416,23,2,12.95,12.95,0
1129,424,10,10,0,0,1,1,0,0,2,2,1,21.712,11,2,12.95,12.95,0
1130,655,17,17,0,0,0,1,1,0,1,2,0,17.32,20,0,12.95,12.95,0
1131,114,21,21,0,0,1,1,1,0,1,0,0,-26.576,21,0,25.9,25.9,0
1132,650,20,20,0,0,0,0,0,0,2,3,0,-45.568,10,4,12.95,12.95,0
1133,166,12,12,0,0,1,1,1,0,3,3,0,2.984,22,0,31.08,31.08,0
1134,602,9,9,0,0,0,1,0,0,1,3,0,37.016,23,0,38.85,38.85,0
1135,614,6,6,0,0,1,1,1,0,1,3,0,51.912,9,9,10.36,10.36,0
1136,112,17,17,0,0,1,0,0,0,1,1,1,-35.264,9,0,38.85,38.85,0
1137,672,1,1,0,0,0,0,0,0,1,2,0,21.248,16,3,38.85,38.85,0
1138,655,16,16,0,0,0,1,1,0,1,3,0,38.448,14,0,38.85,38.85,0
1139,450,17,17,0,0,0,1,0,0,1,0,0,-0.168,23,0,49.95,49.95,0
1140,398,14,14,0,0,0,1,1,0,1,3,0,9.84,21,0,25.9,25.9,0
1141,106,13,13,0,0,1,0,0,0,1,2,0,-22.2,18,4,34.97,34.97,0
1142,655,21,21,1,0,1,1,1,0,1,3,1,41.2,9,9,38.85,38.85,0
1143,644,13,13,0,0,1,1,0,0,2,3,0,6.384,11,4,59.4,59.4,0
1144,634,19,19,0,0,0,0,0,0,1,3,0,28.096,23,0,38.85,38.85,0
1145,685,8,7,0,0,0,0,0,0,2,3,1,39.168,7,0,12.95,12.95,0
1146,685,10,10,0,0,1,0,0,0,1,2,0,14.248,9,4,25.9,25.9,0
1147,398,20,20,0,0,1,1,0,0,1,2,1,-45.64,9,9,12.95,12.95,0
1148,634,15,15,0,0,1,1,1,0,2,3,0,52.904,10,2,12.95,12.95,0
1149,655,19,19,0,0,1,1,1,0,1,3,0,45.712,10,2,12.95,12.95,0
1150,601,17,17,0,0,0,1,0,0,1,3,0,11.816,22,0,38.85,38.85,0
1151,647,23,23,0,0,1,1,1,0,1,2,1,-73.968,11,1,38.85,38.85,0
1152,426,10,10,0,0,0,0,1,0,1,3,1,29.888,7,0,23.4,23.4,0
1153,428,17,17,1,0,1,0,0,0,1,3,0,34.0,8,0,12.95,12.95,0
1154,428,19,19,0,0,0,0,0,0,2,2,1,35.608,7,0,11.65,11.65,0
1155,685,17,17,0,0,0,1,1,0,1,2,0,26.72,19,0,39.96,39.96,0
1156,109,17,17,0,0,0,0,0,0,2,0,0,-3.216,7,0,12.95,12.95,0
1157,127,10,10,0,0,0,1,1,0,1,3,0,48.568,24,2,12.95,12.95,0
1158,398,17,18,0,0,1,0,0,0,2,2,0,-19.176,6,6,38.85,38.85,0
1159,675,23,23,0,0,1,0,0,0,1,0,0,11.112,9,9,12.95,12.95,0
1160,369,16,16,0,0,0,1,1,0,1,4,0,-17.272,7,6,38.85,38.85,0
1161,113,10,10,1,0,0,1,1,0,1,4,1,-31.424,6,0,0.0,0.0,0
1162,601,7,7,0,0,0,0,0,0,2,3,1,30.064,6,0,12.95,12.95,0
1163,128,9,9,0,0,0,0,0,0,1,3,0,-22.912,22,0,38.85,38.85,0
1164,675,12,12,1,0,0,1,1,0,1,3,0,47.312,22,0,38.85,38.85,0
1165,664,12,12,0,0,1,0,1,0,1,3,0,13.04,10,0,12.95,12.95,0
1166,122,0,0,1,0,0,1,0,0,1,2,1,33.264,25,0,12.95,12.95,0
1167,685,7,7,0,0,0,1,1,0,1,2,0,-10.088,7,0,38.85,38.85,0
1168,601,14,14,0,1,0,1,1,0,1,3,1,-19.272,26,0,38.85,38.85,0
1169,614,21,21,0,0,1,1,0,0,1,3,1,11.112,10,0,38.85,38.85,0
1170,308,7,7,0,0,1,1,0,0,1,3,0,4.896,6,1,10.36,10.36,0
1171,122,2,2,0,0,1,1,0,0,2,3,1,15.296,11,0,38.85,38.85,0
1172,369,11,11,1,0,0,0,0,0,1,3,0,28.432,10,4,38.85,38.85,0
1173,369,16,16,0,0,1,0,0,0,1,2,0,9.768,8,0,12.95,12.95,0
1174,398,10,10,0,0,1,0,0,0,1,3,1,-1.64,7,0,36.26,36.26,0
1175,675,14,14,0,0,0,0,0,0,1,4,1,0.096,20,2,0.0,0.0,0
1176,124,11,11,0,0,1,1,1,0,2,3,1,32.088,25,0,12.95,12.95,0
1177,116,20,20,1,0,1,0,0,0,2,3,0,38.392,9,0,10.36,10.36,0
1178,664,15,15,0,0,1,0,0,0,2,3,1,49.576,10,2,12.95,12.95,0
1179,672,8,8,0,0,0,1,1,0,3,2,0,-81.696,23,2,38.85,38.85,0
1180,644,15,15,0,0,1,1,1,0,1,3,1,2.528,7,5,11.65,11.65,0
1181,105,1,1,0,0,0,1,1,0,1,2,1,-31.072,14,2,38.85,38.85,0
1182,655,12,12,0,0,0,0,0,0,2,2,1,23.008,20,2,12.95,12.95,0
1183,428,14,14,0,0,0,1,1,0,1,0,0,-55.48,21,0,38.85,38.85,0
1184,166,14,14,0,0,0,0,0,0,1,0,0,16.096,23,0,12.95,12.95,0
1185,685,20,20,0,1,1,1,1,0,1,3,0,40.96,7,0,12.95,12.95,0
1186,420,4,4,0,0,0,0,0,0,1,3,0,31.4,18,0,38.85,38.85,0
1187,355,15,15,0,0,1,1,1,0,1,3,1,-9.784,9,9,12.95,12.95,0
1188,655,11,11,0,0,1,0,1,0,1,2,1,53.072,8,2,10.36,10.36,0
1189,123,11,11,0,0,0,1,0,0,1,3,1,-0.448,20,1,12.95,12.95,0
1190,398,22,22,0,0,0,0,0,0,1,2,0,30.768,10,4,12.95,12.95,0
1191,125,10,10,0,0,1,0,0,0,2,3,0,-9.712,9,9,59.4,59.4,0
1192,103,22,22,1,0,0,1,1,0,1,3,1,-43.2,9,1,49.95,49.95,0
1193,655,7,7,0,0,0,1,1,0,1,2,0,-34.208,22,1,38.85,38.85,0
1194,672,19,19,0,0,0,1,1,0,2,0,1,14.848,21,0,38.85,38.85,0
1195,625,14,14,0,0,0,0,0,0,1,3,1,41.216,14,0,12.95,12.95,0
1196,601,8,8,0,0,1,0,0,0,3,3,1,-90.552,9,1,11.01,11.01,0
1197,430,8,8,0,0,1,1,0,0,1,2,1,18.424,9,2,12.95,12.95,0
1198,104,12,12,1,0,0,0,0,0,1,0,0,-76.688,8,4,38.85,38.85,0
1199,121,12,12,0,1,1,1,0,0,1,2,1,-1.432,20,0,31.08,31.08,0
1200,655,17,18,0,0,0,1,0,0,1,3,1,39.624,16,3,38.85,38.85,0
1201,128,15,15,0,0,0,1,1,0,1,0,0,28.712,7,0,38.85,38.85,0
1202,649,19,19,0,0,0,0,0,0,2,1,1,29.144,8,0,12.95,12.95,0
1203,675,17,17,0,0,0,1,0,0,1,4,0,25.32,6,1,38.85,38.85,0
1204,103,13,13,0,0,1,0,0,0,1,2,0,-56.944,8,0,49.95,49.95,0
1205,600,10,10,0,0,0,0,0,0,1,3,0,-15.152,10,0,49.95,49.95,0
1206,606,20,20,0,0,1,0,0,0,1,3,0,32.0,7,0,12.95,12.95,0
1207,430,16,16,0,0,1,1,1,0,1,3,1,-57.208,6,0,12.95,12.95,0
1208,685,14,14,0,0,1,1,1,0,1,3,0,5.664,10,0,12.95,12.95,0
1209,420,17,17,0,0,1,1,1,0,2,3,0,7.032,10,2,20.72,20.72,0
1210,108,16,16,0,0,1,1,0,0,1,3,0,44.792,19,2,10.36,10.36,0
1211,648,20,20,0,0,0,0,0,0,1,3,1,20.488,21,0,12.95,12.95,1
1212,655,0,0,1,0,1,1,1,0,1,3,1,27.264,17,2,12.95,12.95,0
1213,355,20,20,0,0,0,0,0,0,2,3,0,-25.192,21,0,12.95,12.95,0
1214,644,11,11,1,0,0,1,1,0,2,4,0,-58.784,10,0,0.0,0.0,0
1215,453,12,12,1,0,0,0,0,0,1,3,1,33.24,22,0,12.95,12.95,0
1216,629,17,17,0,0,0,1,0,0,1,3,0,-7.464,17,0,38.85,38.85,0
1217,687,19,19,0,0,0,0,0,0,1,0,0,-22.272,22,1,38.85,38.85,0
1218,127,14,14,0,0,1,0,0,0,1,2,1,-34.928,6,3,49.95,49.95,0
1219,601,14,14,0,0,1,0,0,0,1,2,1,1.0,8,1,38.85,38.85,0
1220,685,17,17,1,0,0,1,0,0,1,3,1,7.28,16,0,12.95,12.95,0
1221,106,15,15,0,0,0,0,0,0,1,2,0,-50.024,16,0,12.95,12.95,0
1222,601,10,10,0,0,0,1,1,0,2,2,1,0.256,14,2,12.95,12.95,0
1223,655,12,12,0,0,0,1,0,0,1,2,1,20.912,21,4,38.85,38.85,0
1224,649,10,10,0,0,0,0,1,0,1,3,0,-111.032,20,2,12.95,12.95,1
1225,614,10,10,1,0,1,1,1,0,1,3,0,-45.0,6,0,12.95,12.95,0
1226,166,8,8,0,0,1,1,1,0,1,3,1,49.944,10,0,12.95,12.95,0
1227,420,22,22,0,0,1,0,0,0,2,3,0,34.2,11,0,11.01,11.01,0
1228,124,0,0,0,0,1,1,0,0,1,3,0,12.496,6,0,12.95,12.95,0
1229,118,20,20,0,0,0,1,1,0,1,2,0,-136.896,25,2,12.95,12.95,0
1230,127,11,10,0,0,1,0,1,0,2,2,0,-22.088,9,9,12.95,12.95,0
1231,116,18,18,0,0,1,0,0,0,1,0,1,-29.04,11,3,38.85,38.85,0
1232,356,19,19,0,0,1,1,1,0,2,3,1,-8.536,11,0,12.95,12.95,0
1233,166,10,10,0,0,1,1,0,0,1,3,0,3.304,9,3,25.9,25.9,0
1234,650,8,8,0,0,0,1,1,0,2,3,0,-34.048,16,0,38.85,38.85,0
1235,114,20,20,0,0,1,0,0,0,2,3,1,26.72,9,9,12.95,12.95,0
1236,386,11,11,0,0,0,1,1,0,1,2,0,37.872,18,0,12.95,12.95,0
1237,614,9,9,0,0,0,1,1,0,1,3,0,33.704,21,0,49.95,49.95,0
1238,110,0,0,0,0,0,0,0,0,1,3,1,59.032,16,2,12.95,12.95,0
1239,105,22,22,0,0,0,1,1,0,1,3,0,11.76,8,2,31.08,31.08,0
1240,600,17,17,0,0,1,1,1,0,1,3,1,21.328,14,0,38.85,38.85,0
1241,398,19,19,0,0,0,1,1,0,2,2,1,23.976,17,0,38.85,38.85,0
